Date,Diagnosis,Mean CBL Pressure (hpa),Wind Direction at max 10 min mean (deg),Highest Gust (kt),Maximum Air Temperature (C),Highest ten minute mean wind speed (kt),Minimum Air Temperature (C),Potential Evapotranspiration (mm),Precipitation Amount (mm),Soil Moisture Deficits (mm),moderately drained Soil Moisture Deficits (mm),poorly drained Soil Moisture Deficits (mm),well drained Mean 10cm soil temperature (C),Sunshine duration (hours),Mean Wind Speed (kt)
17-03-09,0,1023.1,130,22,11.3,18,5.8,1.3,0,8,3,8,9.35,5.9,9.7
18-03-09,0,1020.2,120,15,14,11,-1.1,1.4,0.1,9.2,4.3,9.2,8.425,9.5,5.1
19-03-09,0,1017.6,80,13,11.6,10,0.3,1,0.2,9.9,5.1,9.9,8.275,3.5,5.6
20-03-09,0,1018.6,140,20,12,16,2.5,1.4,0.1,11.1,6.4,11.1,8.275,9.6,9.7
21-03-09,0,1023.2,280,17,12.3,14,2.6,1.1,0.1,12,7.4,12,7.625,2.8,9.1
22-03-09,0,1022.2,270,28,12,22,3.7,1.4,0,13.2,8.8,13.2,7.325,3.4,14.2
23-03-09,0,1013.2,260,39,10.6,28,2.2,1.1,0.4,13.8,9.5,13.8,7.525,3.1,19.7
24-03-09,0,1004.7,250,38,11,28,1,1,0.4,14.2,10.1,14.2,6.425,0.2,15.7
25-03-09,0,996.8,300,38,11.9,27,5.7,2,0.4,15.6,11.7,15.6,7.775,7.7,19.5
26-03-09,0,990.7,280,44,9.7,30,3,1.1,3,13.6,9.8,13.6,8.075,8.7,21.9
27-03-09,0,985.9,280,35,9.2,26,2.6,1.7,1.1,14,10.4,14,6.15,7.5,19.7
28-03-09,0,995.5,340,40,7.4,25,-3.8,1.1,0,14.9,11.5,14.9,5.975,4.4,15.6
29-03-09,0,1000.7,210,23,10.5,16,-3.6,1.2,0,16,12.7,16,5.675,4,9.6
30-03-09,0,1006.2,240,18,12.7,13,6.7,1.3,0,17.1,14,17.1,8.25,0.6,8.5
31-03-09,0,1011.5,240,15,14.7,11,7.8,2,0,18.8,16,18.8,10.05,6.4,6.7
01-04-09,0,1013,200,15,11.9,11,1.5,1.1,0,19.8,17,19.8,9.425,1.6,5.1
02-04-09,0,1010.5,130,22,13.3,15,0.4,1.8,0,21.2,18.7,21.2,9.625,11.3,7.2
03-04-09,0,1003.5,250,30,13.9,19,-0.4,1.3,6.2,16.1,13.7,16.1,8.975,4.9,6
04-04-09,0,1006,280,31,11.4,22,3.8,2,0.1,17.7,15.5,17.7,8.925,8.7,13.8
05-04-09,0,1007.3,130,21,12,16,1.5,1.6,0,19.1,17,19.1,7.75,6,8.9
06-04-09,0,995.8,140,33,9,26,5.8,0.7,4,15.7,13.7,15.7,7.825,0,12.1
07-04-09,0,982.5,230,45,12.3,31,4.4,1.6,1.2,15.9,14.1,15.9,7.525,5.9,15.3
08-04-09,0,985,260,49,13.9,36,5.3,2.7,2,16.2,14.6,16.2,8.45,10.1,18.1
09-04-09,0,987.7,160,33,12.8,22,7.4,1.1,0.3,16.8,15.4,16.8,9.15,0.1,15.7
10-04-09,0,988.9,150,22,11.8,16,4.2,1.7,0.4,17.9,16.7,17.9,9.575,7.4,8.9
11-04-09,0,998.2,140,19,12.2,14,-0.9,1.8,0,19.4,18.3,19.4,9.025,10.5,7.3
12-04-09,0,1002.6,140,17,13.3,13,-0.1,1.6,0,20.7,19.8,20.7,9.725,7.3,5.5
13-04-09,0,997.4,130,27,8.9,21,7,0.7,4.8,16.5,15.7,16.5,8.75,0,14.2
14-04-09,0,997.4,130,23,12.3,17,5.6,1.9,0.5,17.6,16.9,17.6,9.75,9.5,9.3
15-04-09,0,998.7,40,25,9.8,18,6.4,0.5,8.8,9.2,8.6,9.2,8.9,0,12.8
16-04-09,0,999,40,28,10,20,7.7,0.6,8.9,0.9,0.4,0.9,8.775,0,12.6
17-04-09,0,1003.8,60,25,10.5,18,7.1,0.9,3.1,-1.3,-1.9,0,8.65,0,11.2
18-04-09,0,1010.2,80,21,11,17,2.3,1.9,0,1.9,0.1,1.9,9.85,12.8,9.1
19-04-09,0,1014.6,110,18,13.6,13,-0.5,2.1,0,4,2.3,4,10.375,12.4,6.4
20-04-09,0,1016.6,230,14,16,11,3.1,2.4,0.1,6.2,4.6,6.2,12.4,12.5,5.8
21-04-09,0,1016.1,250,25,16.8,18,5.9,2.4,0.3,8.2,6.7,8.2,12.575,8.8,9.6
22-04-09,0,1012.8,210,28,15.3,20,6.2,2.2,0,10.2,8.9,10.2,12.525,6.3,10.2
23-04-09,0,1005.2,200,19,11.5,12,8.9,0.9,3.5,7.5,6.3,7.5,12.05,0,6.5
24-04-09,0,998.8,270,17,12.4,13,8,1.1,8.4,0.2,-1,0.2,10.6,0.3,6.8
25-04-09,0,994.1,30,25,12.5,18,5.1,1.6,3.4,-1.6,-2.8,0,10.575,4.6,9.5
26-04-09,0,991.2,210,24,11.9,17,2.1,1,3.6,-2.6,-5.2,0,9.4,0.5,8.3
27-04-09,0,985.3,260,28,12.2,19,1.9,1.7,3.1,-1.4,-6.4,0,10.3,8.4,8.8
28-04-09,0,991.7,60,16,12.7,10,0.8,2.1,0,2.1,-4,2.1,10.05,9.8,6
29-04-09,0,993.2,150,21,12.1,15,7.5,1.1,6.6,-3.5,-9.3,0,10.95,0.2,8.1
30-04-09,0,999.8,260,18,14.7,13,8.2,2.3,1.8,0.5,-8.3,0.5,11.675,6.5,8.2
01-05-09,0,1009.3,240,29,15.7,21,7.3,2.4,1.1,1.8,-6.6,1.8,11.225,8.4,12
02-05-09,0,1016,260,32,14.5,24,5.8,2.7,0.4,4,-4,4,11.55,10.7,10.8
03-05-09,0,1017.3,280,28,12.8,18,3.6,2.5,0,6.5,-1.3,6.5,11.675,12.2,12.6
04-05-09,0,1013.6,250,33,14,26,7.1,1.4,1.1,6.7,-0.9,6.7,10.75,0,16.9
05-05-09,0,1007.4,250,42,15.9,30,10.3,2.5,0.2,8.8,1.4,8.8,12.075,2.6,21.7
06-05-09,0,1000.4,240,39,15.8,27,7.9,1.8,1.3,9.2,1.9,9.2,12.35,0.7,18.8
07-05-09,0,993.4,250,36,13.4,26,5.2,2.5,1.7,9.8,2.7,9.8,10.875,8.2,17.8
08-05-09,0,993.9,230,44,13.5,32,5.4,2.8,0.6,11.7,5,11.7,10.175,10.9,21.1
09-05-09,0,1001.6,260,35,13.8,24,3.7,2.5,1.1,12.9,6.4,12.9,10.8,8.4,13.7
10-05-09,0,1009.5,50,16,13.3,11,3.6,2.6,0,15.2,8.9,15.2,12.525,10.7,7
11-05-09,0,1014.3,70,31,12.6,21,3.2,2.5,0,17.3,11.5,17.3,12.75,14.4,14.7
12-05-09,0,1012.9,80,31,12.7,24,6.1,2.6,0,19.5,14,19.5,12.475,8.8,16
13-05-09,0,1005.7,80,27,11.5,18,6.4,1.2,3.5,17,11.7,17,10.875,1.1,11.2
14-05-09,0,997.8,90,14,11.7,10,9,0.8,8.6,9.1,3.9,9.1,11.275,0,6.7
15-05-09,0,990.7,250,16,13,12,6.9,1,16.2,-6.1,-10,0,11.425,0.4,6.5
16-05-09,0,984.3,120,39,13.2,25,6.2,2,5.1,-3.1,-10,0,11.225,3.6,16.7
17-05-09,0,987.7,120,31,11.2,22,7.3,1.5,7.6,-6.1,-10,0,10.475,2,12.2
18-05-09,0,991.7,240,31,14.2,19,8,1.8,10.9,-9.1,-10,0,11.225,2.6,11.3
19-05-09,0,999.6,260,24,14.9,17,9.1,2.5,5.7,-3.2,-10,0,12,5.5,10.1
20-05-09,0,1003.3,270,17,13.4,13,8.6,1.8,3,-1.2,-10,0,12.375,2.6,7.6
21-05-09,0,1002.8,240,24,15.4,18,6.2,2.7,0.8,1.9,-7.6,1.9,12.675,10.4,9.9
22-05-09,0,1002.6,230,14,19.3,11,8.2,2.2,4.7,-0.6,-9.7,0,13.6,2.6,6.1
23-05-09,0,1005.2,230,29,15.6,21,5.8,2.3,0.4,1.9,-7.4,1.9,13.9,8,9.7
24-05-09,0,1008.6,230,22,19.3,16,5.4,3.9,0,5.7,-3.1,5.7,14.8,13.7,8.1
25-05-09,0,1005,280,20,17.4,14,7.8,1.8,0.1,7.3,-1.2,7.3,15.375,1.9,6.3
26-05-09,0,1005.8,260,36,14.9,25,5.1,3.2,0,10.3,2.1,10.3,13.9,13.2,15.1
27-05-09,0,1006.8,260,33,17.2,26,8.5,1.9,1.3,10.8,2.7,10.8,13.65,2.7,17.7
28-05-09,0,1016.6,260,28,20.8,22,10,3,0,13.5,5.7,13.5,16.25,7.5,11.4
29-05-09,0,1017.3,130,25,18.4,19,8.3,3.2,0.1,16.2,8.8,16.2,17.75,12,10.3
30-05-09,0,1015.2,130,24,19.4,18,7.5,3.8,0,19.5,12.6,19.5,18.775,15.2,9.7
31-05-09,0,1017.4,50,15,18.7,10,5.1,3.6,0,22.4,16.1,22.4,18.825,14.9,6.3
01-06-09,0,1017.8,70,12,21.6,9,6.9,4.1,0,25.7,20,25.7,19.95,15.2,5.1
02-06-09,0,1016.6,110,11,24.5,8,6.7,4.4,0,29,23.9,29,21.05,14.5,4.5
03-06-09,0,1013.3,60,16,16.7,12,7.5,3.2,0,31.4,26.6,31.4,20.6,14.1,7.5
04-06-09,0,1008.2,130,15,17.9,10,3.9,3.3,0,33.7,29.4,33.7,19.45,13.3,5.8
05-06-09,0,1001.2,40,25,15,19,6.6,2.3,0,35.3,31.2,35.3,18.05,7.1,9.9
06-06-09,0,994.8,60,40,9.3,27,4.1,0.7,31.1,4.7,0.7,4.7,12.175,0,16.2
07-06-09,0,995.5,40,27,13.3,18,8.3,2.6,1.1,6,2.1,6,12.35,5.8,13.4
08-06-09,0,997.7,80,26,13.4,19,8.7,2.4,0,8.3,4.5,8.3,13,3.3,13.2
09-06-09,0,1000.2,30,20,14,15,4.2,2.7,0,10.8,7.2,10.8,14.925,11,9.6
10-06-09,0,1002.2,310,22,16.2,14,3.7,3.1,3.9,9.7,6.4,9.7,15.825,10.2,5.5
11-06-09,0,1006.9,130,17,15.5,11,6.3,3.2,0,12.6,9.7,12.6,15.425,13.5,7.2
12-06-09,0,1007.9,130,23,14.5,19,3.5,1.6,0.4,13.7,10.9,13.7,14.425,0.9,10.4
13-06-09,0,1005.6,240,23,20.2,17,7.4,3.5,0,16.7,14.4,16.7,17.15,10.7,8.2
14-06-09,0,1006.5,240,20,18.7,15,6.9,2.6,0,18.9,16.8,18.9,17.525,5.7,6.5
15-06-09,0,1006.5,140,16,18,12,6.1,2.9,0.3,21,19.2,21,16.95,8.7,3.9
16-06-09,0,1008.2,210,24,21.2,17,7.1,3.4,1.5,22.2,20.8,22.2,17.9,10.6,8.5
17-06-09,0,1001.4,270,32,17.3,24,9.6,2.6,22.8,1.5,0.3,1.5,16,6.4,13.2
18-06-09,0,1004.2,260,38,16.8,27,8.9,3.3,1.2,3.6,2.4,3.6,14.225,8.1,17
19-06-09,0,1010,280,32,16.4,22,8.7,2.8,0,6.3,5.2,6.3,14.175,4.8,16.1
20-06-09,0,1015,290,28,17.3,19,10.1,2.7,0,8.9,7.9,8.9,15.25,4.8,12.9
21-06-09,0,1016,290,18,21,13,11.1,2.3,0.2,10.8,10.1,10.8,15.875,1.7,9.5
22-06-09,0,1017.8,290,13,22.7,10,14.6,2.5,0,13.1,12.6,13.1,18.425,2.6,6.4
23-06-09,0,1017,100,14,21.7,10,12,3.8,0,16.4,16.3,16.4,20.275,8.5,6.5
24-06-09,0,1011.3,130,23,19.4,17,10.2,4.1,0,19.9,20.1,19.9,20.975,15.7,8.7
25-06-09,0,1005.2,90,19,17.6,15,9.7,3.1,0,22.5,22.9,22.5,19.625,10.1,9.3
26-06-09,0,1003.2,70,16,19.1,12,11.4,2.9,0.5,24.2,24.9,24.2,19.675,5.2,6.3
27-06-09,0,1004.9,120,17,21,13,10.8,3.4,0,26.9,27.8,26.9,20.725,10.8,6
28-06-09,0,1005,130,18,20.9,13,9.2,2.7,1.3,27.7,28.8,27.7,20.2,5,6.4
29-06-09,0,1006.3,120,15,21.5,12,11.6,2.8,0,29.8,31.1,29.8,19.575,3.9,6
30-06-09,0,1009.5,130,19,21.8,15,9.3,2.9,0,31.9,33.4,31.9,19.45,5.3,7.8
01-07-09,0,1010.4,140,19,21,13,14.4,2.5,11.9,21.8,23.4,21.8,19.725,4.5,7.6
02-07-09,0,1006.2,210,22,19.2,13,14.6,1.4,42.4,-10,-10,0,18.8,1.2,6
03-07-09,0,1000.6,210,22,22.5,15,14.3,4,0,4,-5.5,4,19.3,10.3,9.4
04-07-09,0,997.7,230,28,20.7,19,12.6,3,1.9,5,-4.1,5,18.45,7,10.5
05-07-09,0,993.8,140,28,18,18,12.2,2.3,10.5,-3.2,-10,0,17.1,5.2,9.8
06-07-09,0,992.1,290,19,18.9,14,10.3,3,0,3,-6.5,3,16.9,8.6,9
07-07-09,0,998.2,310,27,18.2,19,12.4,2.6,1.4,4.1,-5,4.1,16.4,3.4,13.6
08-07-09,0,1005.4,320,21,18.4,14,11.3,2.9,0,6.9,-1.9,6.9,16.15,3.6,10
09-07-09,0,1008,300,17,17.3,13,7.6,2.2,0,8.9,0.4,8.9,16.175,1.3,7.8
10-07-09,0,1005.3,240,14,16.3,10,7.1,2,0,10.7,2.4,10.7,16.25,5.1,5.6
11-07-09,0,994.8,140,32,18.3,23,12.6,1.7,12.4,-0.1,-8.3,0,17.325,0,10.9
12-07-09,0,991.3,250,31,19.5,23,12.2,3.1,2.4,0.7,-7.2,0.7,16.725,8.4,12.9
13-07-09,0,992.5,150,23,17.2,16,11.3,1.9,10.5,-7.9,-10,0,16.025,7.3,8.8
14-07-09,0,992.4,150,22,16.7,16,9.6,1.7,9.4,-7.7,-10,0,15.4,1.9,8.5
15-07-09,0,998.8,260,24,21,15,7.4,2.7,3,-0.3,-9.8,0,16.2,5.9,7.3
16-07-09,0,1004.4,240,14,17.5,11,11.6,2.4,0.1,2.3,-7,2.3,16.1,2.7,6.4
17-07-09,0,1002.7,330,36,19.2,24,10,3.1,0,5.4,-3.5,5.4,16.05,9.4,14.6
18-07-09,0,1000.3,260,21,16.1,16,9,1.8,0.8,6.3,-2.3,6.3,14.8,0.9,9.8
19-07-09,0,998.7,310,29,18.9,17,11.1,2.7,6.8,2.1,-6.3,2.1,15.875,4.6,8.4
20-07-09,0,999.5,230,23,18.4,16,7.4,2.4,0,4.5,-3.5,4.5,14.95,6.5,10.1
21-07-09,0,990.8,120,30,20.6,22,7,2.2,16.8,-10,-10,0,15.75,7,12.6
22-07-09,0,983.1,250,23,19.8,17,13.1,2.6,12.7,-10,-10,0,16.5,5.6,10
23-07-09,0,989.3,260,35,19.4,26,12.2,2.6,4.9,-2.3,-10,0,16.325,4.2,10.5
24-07-09,0,999.8,320,26,18.6,15,11.1,2.6,5.7,-3.1,-10,0,16.125,6.9,7.9
25-07-09,0,1007.2,220,24,20.3,18,8.9,2.8,0.4,2.4,-7.1,2.4,16.175,9.5,8.8
26-07-09,0,999.8,210,32,18.6,22,13.3,2.8,5.3,-0.1,-9.2,0,16.425,4.7,14.5
27-07-09,0,997.6,260,29,18.8,20,12.3,3.4,0.5,2.9,-5.9,2.9,16.2,9.3,12.7
28-07-09,0,997.5,210,30,18.4,21,12.3,2.3,1,4.1,-4.3,4.1,15.55,0.7,12.4
29-07-09,0,998.9,280,29,19,20,10.4,2.3,2.3,4.1,-4,4.1,15.25,5.5,8.2
30-07-09,0,1005.7,270,26,18.7,20,9.9,3.5,0.1,7.4,-0.4,7.4,15.4,11.3,11.6
31-07-09,0,1001.8,170,27,16.1,18,10.2,1.2,2.2,6.3,-1.4,6.3,14.325,0,11.8
01-08-09,0,996.1,270,32,17.6,25,11,2.4,1,7.5,0.1,7.5,15.4,7.9,14.2
02-08-09,0,999.5,270,21,17.7,14,9.6,2.3,0.4,9.3,2,9.3,15.35,3.3,9.5
03-08-09,0,996.9,200,27,20.3,18,13.6,2.5,5.8,5.7,-1.4,5.7,16.85,4.6,13.2
04-08-09,0,997.8,210,25,20.6,18,13.9,2.9,0,8.4,1.5,8.4,17.275,4.9,11.1
05-08-09,0,1003.6,210,26,20.6,18,12.9,3.9,0,12.1,5.5,12.1,17.5,13,11.9
06-08-09,0,1008.5,150,18,20.2,13,8.4,2.6,0,14.4,8.1,14.4,17.475,7.6,6.5
07-08-09,0,1010.5,150,19,19.3,12,11.3,3.1,0,17.1,11.2,17.1,17.875,7.7,7.7
08-08-09,0,1009.3,270,20,21.3,15,13.2,2.8,0.1,19.4,13.9,19.4,18.225,3.1,7.7
09-08-09,0,1005.5,210,23,19.2,13,13.4,1.9,0.9,20,14.8,20,18.2,1,7
10-08-09,0,1004.2,260,24,20.9,16,11.8,2,1.7,19.9,14.9,19.9,17.675,2.7,9.9
11-08-09,0,1010.4,270,27,20.7,21,9.6,2.4,0,21.8,17.2,21.8,17.425,5.9,12.5
12-08-09,0,1009.2,290,18,20.8,13,12,2.1,1.9,21.6,17.2,21.6,17.975,2.1,8.2
13-08-09,0,1009.2,290,12,16.4,8,11.5,1.8,0,23.1,18.9,23.1,16.65,0.1,5.1
14-08-09,0,1002,230,33,21.7,21,12.7,2.1,0.8,24,20.1,24,17.15,0.3,11.2
15-08-09,0,998.3,270,33,19.6,23,13.4,2.4,8.4,17.5,13.8,17.5,17.125,7,16.1
16-08-09,0,1002.2,260,31,17.9,24,13.2,2.2,0,19.3,15.9,19.3,15.7,2.2,17.1
17-08-09,0,1003.6,270,23,20.1,17,13.2,2.3,1.1,20.1,17,20.1,16.325,7.3,9.6
18-08-09,0,1002.2,200,22,19.9,14,11.6,1.4,0.6,20.6,17.7,20.6,16.575,0,7.6
19-08-09,0,996.1,210,26,22.4,18,15.8,2.4,5.1,17.5,14.8,17.5,17.775,3.2,10.7
20-08-09,0,995.2,260,38,17.7,23,11.7,1.9,21.8,-2.8,-5.2,0,16.875,6,13.4
21-08-09,0,1005.9,250,29,17.6,21,10.5,3.1,0.1,3,-2,3,14.825,10.4,13.7
22-08-09,0,1006.2,140,24,19.6,19,9.6,2.5,3,2.5,-2.3,2.5,15.975,8.6,9.8
23-08-09,0,997.5,200,32,20.3,22,10.6,1.5,0.5,3.4,-1.2,3.4,16.65,0.7,12.1
24-08-09,0,993,240,29,17.4,21,9,2.4,1.1,4.6,0.1,4.6,14.5,8.7,9.7
25-08-09,0,993.2,220,21,18.7,16,9.7,2.9,0.2,7.2,2.8,7.2,15.375,10.5,10.5
26-08-09,0,991.9,140,32,20,22,11.4,1.7,4.1,4.7,0.4,4.7,16.3,1.9,13.3
27-08-09,0,995.9,260,40,18.1,28,10.7,1.7,0.1,6.2,2,6.2,14.775,2,12.8
28-08-09,0,1001.6,280,38,15.6,29,9.7,2.2,1.8,6.5,2.4,6.5,13.675,10.1,17.9
29-08-09,0,1008.3,260,27,16.8,20,7.9,1.9,0.1,8.1,4.2,8.1,13.15,3.3,13
30-08-09,0,1001.1,230,25,20,18,8,1.3,1.4,8,4.1,8,14.525,0.6,9.1
31-08-09,0,991.6,210,31,18.4,22,11.8,1.2,7.5,1.6,-2.2,1.6,15.9,1.5,12
01-09-09,0,991.8,260,29,16.7,20,10.4,2,1.3,2.3,-1.4,2.3,13.75,4.4,12.4
02-09-09,0,987.8,320,33,14.4,20,9.8,1,13,-9.8,-10,0,12.975,0.1,11
03-09-09,0,989,270,34,15.8,25,8.5,2.1,1.2,0.9,-8.6,0.9,12.9,9.7,16.6
04-09-09,0,1000.5,280,35,16.3,27,7.7,2,0.9,1.9,-7.1,1.9,11.975,9.4,16.2
05-09-09,0,1008.9,260,34,16.5,24,9.4,1.9,0,3.8,-4.8,3.8,12.65,2,14.9
06-09-09,0,1004.3,260,29,16.9,23,12,1.3,4,1,-7.3,1,13.125,0,10.5
07-09-09,0,1002,270,31,17.9,23,12,1.9,0.4,2.5,-5.5,2.5,14.7,5.2,11.4
08-09-09,0,1004,260,35,19,24,9.7,1.2,2.4,1.2,-6.5,1.2,15.3,0.3,15.8
09-09-09,0,1019.7,260,17,17.5,14,5.6,1.2,0,2.4,-5,2.4,13.375,11,7
10-09-09,1,1028.2,80,13,17.5,9,4,2,0,4.4,-2.7,4.4,13.95,10.7,4.9
11-09-09,0,1027.4,90,12,16.7,8,3.4,1.8,0,6.1,-0.8,6.1,14.15,10,3.7
12-09-09,0,1023.1,70,12,18.1,8,3.6,1.9,0,7.9,1.2,7.9,14.425,11.6,3
13-09-09,0,1020.8,50,13,17.4,10,2.7,1.8,0,9.6,3,9.6,14.375,11.5,5.4
14-09-09,0,1020.8,40,17,16.1,13,8.4,1.3,0.1,10.7,4.2,10.7,14.575,1.5,6.9
15-09-09,0,1018.9,20,19,15.8,14,6.7,1.4,0,11.9,5.6,11.9,14.1,5.2,7.8
16-09-09,0,1018,20,17,15.3,13,8.7,1.1,0,12.9,6.7,12.9,13.325,2.9,7.3
17-09-09,0,1014.3,120,14,13.5,10,7.4,1.1,0,13.9,7.8,13.9,13.35,0.5,5.6
18-09-09,0,1008.6,130,14,14.9,10,4.4,1.2,0,14.9,8.9,14.9,12.85,0,4.4
19-09-09,0,1008.3,240,21,15.6,16,3.6,1.2,0,15.9,10.1,15.9,12.95,4.2,7.6
20-09-09,0,1013.3,260,18,15.9,14,3.9,1.7,0,17.4,11.9,17.4,12.125,7.2,8.5
21-09-09,0,1009.8,230,34,18.6,23,11.9,2,0,19.1,13.8,19.1,13.425,1,14.5
22-09-09,0,1009.9,260,33,16.8,25,11.1,1.4,0.6,19.7,14.6,19.7,14,4.1,14.5
23-09-09,0,1014.2,280,26,16.3,20,8.2,1.5,0.1,20.8,15.9,20.8,13.15,3.4,11.1
24-09-09,0,1015.9,260,26,16.2,20,8.2,1.7,0,22.2,17.5,22.2,12.725,3.2,12
25-09-09,0,1016,260,26,17.7,20,10.3,1.8,0,23.6,19.2,23.6,13.625,5.3,11.3
26-09-09,0,1017.6,280,14,17.4,11,11.7,1.4,0,24.7,20.5,24.7,14.775,1.9,7.1
27-09-09,0,1018.2,260,22,17.6,16,12.7,1.5,0,25.8,21.8,25.8,14.875,1.6,11.8
28-09-09,0,1016.8,270,25,17.9,19,12.4,1.6,0,27.1,23.2,27.1,14.575,2.8,13.8
29-09-09,0,1013.8,260,25,16.3,20,12,1.1,0,27.9,24.2,27.9,14.4,0.8,13
30-09-09,0,1010.8,270,22,18,17,11.6,1.6,0.2,28.9,25.3,28.9,14.975,3.6,12.2
01-10-09,0,1011.5,290,17,13.3,13,6.9,1,0,29.6,26.1,29.6,13.425,2,7.8
02-10-09,0,1006,240,35,16.1,25,8.4,1.2,0,30.5,27.2,30.5,12.775,0.6,16.7
03-10-09,0,996.2,250,43,13.5,29,7.9,1.2,1.9,29.5,26.3,29.5,12.5,4.4,19
04-10-09,0,1000.6,260,18,13.4,14,5.7,1.2,0,30.4,27.3,30.4,10.825,6.6,8.6
05-10-09,0,998,140,19,15.4,14,4.7,1.2,0,31.2,28.3,31.2,11.625,7,4.9
06-10-09,0,994.5,360,15,12.7,11,2.5,0.4,18,13.5,10.6,13.5,11.7,0,6.5
07-10-09,0,1001.9,260,11,12.5,9,1.2,1,0,14.4,11.6,14.4,8.475,5.8,6.2
08-10-09,0,1007.6,130,15,13.6,11,3,1,0,15.3,12.6,15.3,9.8,7.9,5.5
09-10-09,0,1002.1,150,27,13.3,19,9,0.8,8.8,7.2,4.6,7.2,10.3,1.2,10.7
10-10-09,0,1003.2,260,19,14.5,13,10.2,0.9,0,8.1,5.5,8.1,11.45,0,9.5
11-10-09,0,1009.4,310,24,14.6,17,6.4,0.8,1.3,7.5,5,7.5,11.875,6,10.5
12-10-09,0,1017.7,300,13,15,10,3,1,0,8.4,6,8.4,10.025,9.4,4.9
13-10-09,0,1019.8,250,11,15,8,7.1,0.7,0.1,8.9,6.6,8.9,11.375,0.9,4.2
14-10-09,0,1020.6,150,9,14,6,11.6,0.6,0.5,8.9,6.6,8.9,12.55,0,2.4
15-10-09,0,1023.7,350,13,14.5,8,10.7,0.7,0,9.6,7.3,9.6,13,0,3.9
16-10-09,0,1025.9,50,17,14,14,2.5,0.5,0,10,7.8,10,11.65,3.8,5.1
17-10-09,0,1020.8,130,12,13.7,8,2.2,0.6,0,10.6,8.4,10.6,9.65,6.1,3.2
18-10-09,0,1009.8,240,21,13.7,15,6.2,0.8,0.7,10.6,8.5,10.6,10.325,0.3,9
19-10-09,0,993.5,150,33,14.1,23,10.6,1.3,0.1,11.6,9.7,11.6,11.275,2,13.1
20-10-09,0,980,150,39,14.2,28,9.2,1.1,1.4,11.2,9.4,11.2,10.8,1.2,15.8
21-10-09,0,978.1,140,37,13.3,25,10.2,0.8,15.5,-3.6,-5.3,0,10.75,0.7,18.6
22-10-09,0,982.8,130,29,13.7,20,7.4,0.6,2.6,-2,-7.1,0,11.475,1.6,12.9
23-10-09,0,991.1,140,24,13.9,17,9,0.6,0.4,0.2,-6.6,0.2,10.925,1.6,8
24-10-09,0,986.3,250,54,16.5,38,11.2,1.3,1.1,0.3,-6.1,0.3,12.375,2.4,20.6
25-10-09,0,996.5,250,39,13.8,27,10,0.9,1.2,0,-6.1,0,11.35,4,20.3
26-10-09,0,1004.3,260,26,14.2,18,9.7,0.5,0.1,0.4,-5.4,0.4,11.55,1.5,9.3
27-10-09,0,1000.5,170,30,15.7,22,12.7,0.9,1.5,-0.2,-5.7,0,12.425,0,13
28-10-09,0,1003,210,21,17.7,14,8.3,0.9,0,0.9,-4.5,0.9,12.225,6.4,9
29-10-09,0,1005.3,150,26,15.6,19,11.3,0.6,1.2,0.3,-4.9,0.3,12.225,0,13.3
30-10-09,0,1003,170,31,16.4,23,10.1,0.5,5.5,-4.7,-9.6,0,13.35,0,13.2
31-10-09,0,1003.8,230,24,16.1,17,10.6,0.8,1.1,-0.3,-9.5,0,11.7,6,9.5
01-11-09,0,991.1,280,41,13.2,29,5.7,0.6,25.4,-10,-10,0,10.825,2.8,14.1
02-11-09,0,983.8,260,31,10.1,23,5.4,0.5,1.1,-0.6,-10,0,8.033,1.3,14.2
03-11-09,0,974.9,260,33,10.9,25,5.8,0.4,4.9,-4.5,-10,0,8.9,6.3,18
04-11-09,0,974.8,270,35,10,26,5.6,0.7,2.8,-2.1,-10,0,7.5,1.4,17.8
05-11-09,0,985.4,260,33,10.7,24,6.2,0.7,0.2,0.5,-9,0.5,7.6,2.8,16.7
06-11-09,0,986.5,260,37,11.1,28,4,0.4,2.5,-1.6,-10,0,7.725,3.5,13.9
07-11-09,0,982.6,230,29,8.7,21,3.6,0.6,0.2,0.4,-9.1,0.4,6.25,2.1,14.4
08-11-09,0,998.6,320,19,10.6,15,0.7,0.4,0,0.7,-8.3,0.7,6.225,7.4,7.9
09-11-09,0,1005.2,140,16,10,10,-0.5,0.3,8.3,-7.3,-10,0,5.45,1.3,5.4
10-11-09,0,1001,260,17,10.5,13,0.2,0.1,1.1,-1,-10,0,7.375,7,7.3
11-11-09,0,989.8,130,30,10,21,-0.1,0.2,13.8,-10,-10,0,5.775,0.5,9.9
12-11-09,0,978.8,230,36,12.3,25,6.5,0.8,1.3,-0.5,-10,0,7.125,0.9,12
13-11-09,0,975.3,50,29,10.2,20,4,0.3,13.9,-10,-10,0,6.075,2.6,9.5
14-11-09,0,975,280,29,10.6,21,4,0.4,1.4,-1,-10,0,7.2,2.4,11.1
15-11-09,0,986.2,220,26,12.4,17,4.7,0.7,0,0.7,-8.8,0.7,6.475,3.1,9.4
16-11-09,0,980.8,240,41,11.5,28,7.2,0.6,9.9,-8.6,-10,0,8.175,1.2,18.8
17-11-09,0,988,210,35,10.4,24,5.7,0.7,1.3,-0.6,-10,0,6.75,2.6,15.7
18-11-09,0,987.4,220,43,13.8,27,4.9,0.6,17.3,-10,-10,0,8.1,0.1,14
